onset	duration	partner (1=human,2=computer)	trial type	event type
5.031515	0	1	8	1
23.541628	0	1	8	2
24.041890	0	1	8	3
24.957882	0	1	8	4
26.473779	0	1	8	5
27.490172	0	1	8	6
28.006611	0	1	1	1
35.020844	0	1	1	2
35.601036	0	1	1	3
36.587085	0	1	1	4
38.036341	0	1	1	5
39.052712	0	1	1	6
39.569143	0	1	5	1
43.834311	0	1	5	2
44.934548	0	1	5	3
45.600519	0	1	5	4
47.366321	0	1	5	5
48.382703	0	1	5	6
48.899165	0	1	7	1
51.914553	0	1	7	2
52.564735	0	1	7	3
53.514252	0	1	7	4
54.996832	0	1	7	5
56.013312	0	1	7	6
56.529765	0	1	6	1
66.043003	0	1	6	2
66.813220	0	1	6	3
67.459318	0	1	6	4
69.241776	0	1	6	5
70.258208	0	1	6	6
70.774660	0	1	16	1
76.039358	0	1	16	2
76.889558	0	1	16	3
77.538898	0	1	16	4
79.321443	0	1	16	5
80.337905	0	1	16	6
80.854372	0	1	10	1
84.369810	0	1	10	2
84.920041	0	1	10	3
86.635741	0	1	10	4
87.351957	0	1	10	5
88.368399	0	1	10	6
88.884869	0	1	3	1
101.896844	0	1	3	2
102.497064	0	1	3	3
103.396463	0	1	3	4
104.929021	0	1	3	5
105.945441	0	1	3	6
106.461906	0	1	11	1
113.476084	0	1	11	2
114.076296	0	1	11	3
114.725745	0	1	11	4
116.508401	0	1	11	5
117.524429	0	1	11	6
118.040964	0	1	12	1
123.305869	0	1	12	2
123.856107	0	1	12	3
124.622659	0	1	12	4
126.288033	0	1	12	5
127.304239	0	1	12	6
127.820931	0	1	15	1
140.832959	0	1	15	2
141.603210	0	1	15	3
142.282566	0	1	15	4
144.031703	0	1	15	5
145.048110	0	1	15	6
145.564412	0	1	9	1
149.829739	0	1	9	2
150.409976	0	1	9	3
151.212712	0	1	9	4
152.845233	0	1	9	5
153.861597	0	1	9	6
154.378090	0	1	4	1
172.888134	0	1	4	2
173.388394	0	1	4	3
174.670951	0	1	4	4
175.820326	0	1	4	5
176.836714	0	1	4	6
177.353175	0	1	2	1
180.368775	0	1	2	2
181.018988	0	1	2	3
181.801584	0	1	2	4
183.450921	0	1	2	5
184.467319	0	1	2	6
184.983781	0	1	14	1
188.499218	0	1	14	2
189.599479	0	1	14	3
190.515279	0	1	14	4
192.031176	0	1	14	5
193.047568	0	1	14	6
193.564048	0	1	13	1
203.077364	0	1	13	2
203.927626	0	1	13	3
204.576929	0	1	13	4
206.359388	0	1	13	5
207.375807	0	1	13	6
213.906661	0	2	2	1
220.920963	0	2	2	2
221.571264	0	2	2	3
222.187275	0	2	2	4
224.003054	0	2	2	5
225.019469	0	2	2	6
225.535928	0	2	11	1
229.051354	0	2	11	2
229.551595	0	2	11	3
230.634532	0	2	11	4
231.983547	0	2	11	5
232.999918	0	2	11	6
233.516368	0	2	1	1
236.531807	0	2	1	2
237.381961	0	2	1	3
238.098290	0	2	1	4
239.814108	0	2	1	5
240.830441	0	2	1	6
241.346943	0	2	4	1
245.612158	0	2	4	2
246.382459	0	2	4	3
247.128461	0	2	4	4
248.810946	0	2	4	5
249.827262	0	2	4	6
250.343710	0	2	10	1
259.857021	0	2	10	2
260.457283	0	2	10	3
261.089886	0	2	10	4
262.889088	0	2	10	5
263.905583	0	2	10	6
264.422046	0	2	16	1
282.932106	0	2	16	2
284.032365	0	2	16	3
285.397956	0	2	16	4
286.464032	0	2	16	5
287.480426	0	2	16	6
287.996933	0	2	8	1
301.008906	0	2	8	2
301.589061	0	2	8	3
302.241942	0	2	8	4
304.024405	0	2	8	5
305.040856	0	2	8	6
305.557324	0	2	5	1
310.822125	0	2	5	2
311.372375	0	2	5	3
312.071828	0	2	5	4
313.804309	0	2	5	5
314.820652	0	2	5	6
315.337161	0	2	12	1
318.352768	0	2	12	2
318.902999	0	2	12	3
319.735735	0	2	12	4
321.334934	0	2	12	5
322.351310	0	2	12	6
322.867801	0	2	13	1
329.881965	0	2	13	2
330.482196	0	2	13	3
331.164994	0	2	13	4
332.914133	0	2	13	5
333.930520	0	2	13	6
334.446925	0	2	3	1
339.711796	0	2	3	2
340.812087	0	2	3	3
341.477988	0	2	3	4
343.243782	0	2	3	5
344.259943	0	2	3	6
344.776564	0	2	6	1
348.292043	0	2	6	2
349.062320	0	2	6	3
350.091529	0	2	6	4
351.490808	0	2	6	5
352.507179	0	2	6	6
353.023472	0	2	7	1
362.536941	0	2	7	2
363.117204	0	2	7	3
363.886582	0	2	7	4
365.552422	0	2	7	5
366.568809	0	2	7	6
367.085328	0	2	14	1
371.350245	0	2	14	2
372.200430	0	2	14	3
373.000016	0	2	14	4
374.632536	0	2	14	5
375.648860	0	2	14	6
376.165356	0	2	15	1
394.675453	0	2	15	2
395.325733	0	2	15	3
396.041766	0	2	15	4
397.757587	0	2	15	5
398.774006	0	2	15	6
399.290463	0	2	9	1
412.302484	0	2	9	2
412.802736	0	2	9	3
413.918710	0	2	9	4
415.234683	0	2	9	5
416.251012	0	2	9	6
