onset	duration	partner (1=human,2=computer)	trial type	event type
5.031301	0	1	7	1
9.296567	0	1	7	2
10.066838	0	1	7	3
11.762512	0	1	7	4
12.495399	0	1	7	5
13.511426	0	1	7	6
14.028083	0	1	2	1
17.543504	0	1	2	2
18.143722	0	1	2	3
18.943164	0	1	2	4
20.575724	0	1	2	5
21.592011	0	1	2	6
22.108467	0	1	4	1
25.123819	0	1	4	2
26.223993	0	1	4	3
27.173369	0	1	4	4
28.655983	0	1	4	5
29.672366	0	1	4	6
30.188818	0	1	11	1
35.453563	0	1	11	2
36.003805	0	1	11	3
37.269676	0	1	11	4
38.435741	0	1	11	5
39.452092	0	1	11	6
39.968553	0	1	1	1
46.982683	0	1	1	2
47.562883	0	1	1	3
48.698844	0	1	1	4
49.998192	0	1	1	5
51.014494	0	1	1	6
51.530947	0	1	14	1
61.044137	0	1	14	2
61.694380	0	1	14	3
62.727010	0	1	14	4
64.126321	0	1	14	5
65.142385	0	1	14	6
65.658962	0	1	5	1
84.168868	0	1	5	2
85.019109	0	1	5	3
86.418278	0	1	5	4
87.451059	0	1	5	5
88.467348	0	1	5	6
88.983846	0	1	6	1
101.995677	0	1	6	2
102.495940	0	1	6	3
104.045104	0	1	6	4
104.927940	0	1	6	5
105.944226	0	1	6	6
106.460678	0	1	10	1
115.973852	0	1	10	2
116.624104	0	1	10	3
117.823337	0	1	10	4
119.056044	0	1	10	5
120.072109	0	1	10	6
120.588712	0	1	8	1
125.853535	0	1	8	2
126.623751	0	1	8	3
128.369440	0	1	8	4
129.052352	0	1	8	5
130.068647	0	1	8	6
130.585095	0	1	3	1
134.100436	0	1	3	2
135.200685	0	1	3	3
136.583083	0	1	3	4
137.632526	0	1	3	5
138.648822	0	1	3	6
139.165256	0	1	15	1
146.179370	0	1	15	2
146.759581	0	1	15	3
147.595675	0	1	15	4
149.194908	0	1	15	5
150.211234	0	1	15	6
150.727697	0	1	9	1
169.237550	0	1	9	2
170.087786	0	1	9	3
171.653464	0	1	9	4
172.519743	0	1	9	5
173.535936	0	1	9	6
174.052399	0	1	16	1
187.064290	0	1	16	2
187.664515	0	1	16	3
188.847094	0	1	16	4
190.096462	0	1	16	5
191.112721	0	1	16	6
191.629235	0	1	12	1
195.894356	0	1	12	2
196.394614	0	1	12	3
198.826607	0	1	12	5
199.842894	0	1	12	6
200.359358	0	1	13	1
203.374930	0	1	13	2
203.925150	0	1	13	3
205.507639	0	1	13	4
206.357153	0	1	13	5
207.373447	0	1	13	6
213.904332	0	2	5	1
218.169239	0	2	5	2
218.939456	0	2	5	3
220.268789	0	2	5	4
221.368213	0	2	5	5
222.384577	0	2	5	6
222.901029	0	2	11	1
226.416419	0	2	11	2
227.266675	0	2	11	3
228.282577	0	2	11	4
229.698551	0	2	11	5
230.714832	0	2	11	6
231.231289	0	2	3	1
249.741147	0	2	3	2
250.841403	0	2	3	3
252.357014	0	2	3	4
253.273179	0	2	3	5
254.289238	0	2	3	6
254.805929	0	2	12	1
260.070662	0	2	12	2
260.670907	0	2	12	3
261.953475	0	2	12	4
263.102878	0	2	12	5
264.119166	0	2	12	6
264.635624	0	2	4	1
274.148800	0	2	4	2
274.799024	0	2	4	3
275.615098	0	2	4	4
277.230995	0	2	4	5
278.247260	0	2	4	6
278.763735	0	2	8	1
281.779314	0	2	8	2
282.329562	0	2	8	3
284.012405	0	2	8	4
284.761545	0	2	8	5
285.777836	0	2	8	6
286.294217	0	2	2	1
299.306167	0	2	2	2
299.886479	0	2	2	3
301.022455	0	2	2	4
302.321806	0	2	2	5
303.337800	0	2	2	6
303.854519	0	2	10	1
310.868500	0	2	10	2
311.368705	0	2	10	3
312.817997	0	2	10	4
313.800797	0	2	10	5
314.817122	0	2	10	6
315.333583	0	2	14	1
322.347679	0	2	14	2
322.947921	0	2	14	3
324.247116	0	2	14	4
325.379863	0	2	14	5
326.396173	0	2	14	6
326.912636	0	2	13	1
336.425604	0	2	13	2
337.525791	0	2	13	3
338.874978	0	2	13	4
339.957742	0	2	13	5
340.974131	0	2	13	6
341.490604	0	2	6	1
344.506163	0	2	6	2
345.086423	0	2	6	3
346.672173	0	2	6	4
347.521691	0	2	6	5
348.538004	0	2	6	6
349.054466	0	2	16	1
353.319579	0	2	16	2
354.169870	0	2	16	3
355.685332	0	2	16	4
356.601491	0	2	16	5
357.617996	0	2	16	6
358.134450	0	2	9	1
361.649838	0	2	9	2
362.420113	0	2	9	3
363.549321	0	2	9	4
364.848660	0	2	9	5
365.864948	0	2	9	6
366.381411	0	2	7	1
384.891256	0	2	7	2
385.441490	0	2	7	3
387.873483	0	2	7	5
388.889760	0	2	7	6
389.406024	0	2	15	1
402.418121	0	2	15	2
403.068383	0	2	15	3
404.167436	0	2	15	4
405.500107	0	2	15	5
406.516606	0	2	15	6
407.033075	0	2	1	1
412.297810	0	2	1	2
412.798047	0	2	1	3
413.764103	0	2	1	4
415.230058	0	2	1	5
416.246352	0	2	1	6
