onset	duration	partner (1=human,2=computer)	trial type	event type
5.031432	0	1	10	1
8.546816	0	1	10	2
9.197094	0	1	10	3
9.863151	0	1	10	4
11.629037	0	1	10	5
12.645292	0	1	10	6
13.161703	0	1	11	1
17.426818	0	1	11	2
18.197046	0	1	11	3
18.793152	0	1	11	4
20.625608	0	1	11	5
21.641868	0	1	11	6
22.158304	0	1	9	1
29.172444	0	1	9	2
29.672644	0	1	9	3
30.572078	0	1	9	4
32.104644	0	1	9	5
33.120736	0	1	9	6
33.637412	0	1	16	1
52.147162	0	1	16	2
53.247400	0	1	16	3
53.846733	0	1	16	4
55.679180	0	1	16	5
56.695488	0	1	16	6
57.211939	0	1	6	1
66.725074	0	1	6	2
67.305321	0	1	6	3
68.108049	0	1	6	4
69.740584	0	1	6	5
70.756870	0	1	6	6
71.273358	0	1	12	1
84.285194	0	1	12	2
85.135435	0	1	12	3
85.784789	0	1	12	4
87.567264	0	1	12	5
88.583565	0	1	12	6
89.099814	0	1	3	1
92.115584	0	1	3	2
92.665821	0	1	3	3
93.731811	0	1	3	4
95.097778	0	1	3	5
96.114086	0	1	3	6
96.630337	0	1	4	1
101.895260	0	1	4	2
102.495469	0	1	4	3
103.711412	0	1	4	4
104.927439	0	1	4	5
105.943750	0	1	4	6
106.460199	0	1	13	1
113.474263	0	1	13	2
114.324495	0	1	13	3
116.756352	0	1	13	5
117.772664	0	1	13	6
118.288906	0	1	15	1
123.553803	0	1	15	2
124.654052	0	1	15	3
125.353338	0	1	15	4
127.085829	0	1	15	5
128.102133	0	1	15	6
128.618597	0	1	5	1
132.133938	0	1	5	2
132.634181	0	1	5	3
133.783487	0	1	5	4
135.066152	0	1	5	5
136.082486	0	1	5	6
136.598948	0	1	8	1
155.108482	0	1	8	2
155.758640	0	1	8	3
157.091468	0	1	8	4
158.190869	0	1	8	5
159.206961	0	1	8	6
159.723600	0	1	2	1
169.236766	0	1	2	2
170.007025	0	1	2	3
170.636389	0	1	2	4
172.435526	0	1	2	5
173.451799	0	1	2	6
173.968075	0	1	1	1
176.983873	0	1	1	2
177.534092	0	1	1	3
178.333526	0	1	1	4
179.966058	0	1	1	5
180.982378	0	1	1	6
181.498829	0	1	7	1
185.763927	0	1	7	2
186.344176	0	1	7	3
187.746681	0	1	7	4
188.779446	0	1	7	5
189.795758	0	1	7	6
190.312214	0	1	14	1
203.324050	0	1	14	2
203.924266	0	1	14	3
204.473762	0	1	14	4
206.356197	0	1	14	5
207.372518	0	1	14	6
213.903398	0	2	3	1
232.413165	0	2	3	2
233.183468	0	2	3	3
234.195996	0	2	3	4
235.611944	0	2	3	5
236.628250	0	2	3	6
237.144486	0	2	8	1
242.409448	0	2	8	2
243.509712	0	2	8	3
245.325138	0	2	8	4
245.941395	0	2	8	5
246.957724	0	2	8	6
247.474177	0	2	7	1
250.989554	0	2	7	2
251.489766	0	2	7	3
253.205544	0	2	7	4
253.921764	0	2	7	5
254.938069	0	2	7	6
255.454524	0	2	12	1
268.466354	0	2	12	2
269.046623	0	2	12	3
269.765842	0	2	12	4
271.481678	0	2	12	5
272.498175	0	2	12	6
273.014632	0	2	6	1
282.527770	0	2	6	2
283.127988	0	2	6	3
283.994045	0	2	6	4
285.559934	0	2	6	5
286.576224	0	2	6	6
287.092488	0	2	16	1
290.108274	0	2	16	2
290.758533	0	2	16	3
291.457932	0	2	16	4
293.190428	0	2	16	5
294.206731	0	2	16	6
294.723198	0	2	2	1
301.737179	0	2	2	2
302.287399	0	2	2	3
302.886785	0	2	2	4
304.719281	0	2	2	5
305.735764	0	2	2	6
306.252216	0	2	5	1
310.517301	0	2	5	2
311.367579	0	2	5	3
312.116880	0	2	5	4
313.799392	0	2	5	5
314.815700	0	2	5	6
315.332129	0	2	4	1
320.596875	0	2	4	2
321.197151	0	2	4	3
322.463006	0	2	4	4
323.629052	0	2	4	5
324.645374	0	2	4	6
325.161601	0	2	11	1
332.175878	0	2	11	2
332.676153	0	2	11	3
333.292094	0	2	11	4
335.107906	0	2	11	5
336.124404	0	2	11	6
336.640853	0	2	15	1
340.156229	0	2	15	2
341.256511	0	2	15	3
342.022164	0	2	15	4
343.688015	0	2	15	5
344.704530	0	2	15	6
345.220964	0	2	1	1
349.486081	0	2	1	2
350.336352	0	2	1	3
351.102286	0	2	1	4
352.768134	0	2	1	5
353.784474	0	2	1	6
354.300925	0	2	9	1
372.810687	0	2	9	2
373.580925	0	2	9	3
374.560196	0	2	9	4
376.009466	0	2	9	5
377.025785	0	2	9	6
377.542023	0	2	14	1
387.055245	0	2	14	2
387.705426	0	2	14	3
388.821536	0	2	14	4
390.137524	0	2	14	5
391.153814	0	2	14	6
391.670089	0	2	10	1
394.685825	0	2	10	2
395.266093	0	2	10	3
396.185457	0	2	10	4
397.701368	0	2	10	5
398.717682	0	2	10	6
399.233909	0	2	13	1
412.245959	0	2	13	2
412.796228	0	2	13	3
413.828864	0	2	13	4
415.228152	0	2	13	5
416.244463	0	2	13	6
