onset	duration	partner (1=human,2=computer)	trial type	event type
5.033243	0	2	1	1
8.049816	0	2	1	2
8.820069	0	2	1	3
9.449873	0	2	1	4
11.249616	0	2	1	5
12.266289	0	2	1	6
12.782889	0	2	3	1
18.049368	0	2	3	2
18.699589	0	2	3	3
19.582791	0	2	3	4
21.132546	0	2	3	5
22.149163	0	2	3	6
22.665806	0	2	9	1
26.182345	0	2	9	2
26.782567	0	2	9	3
27.382759	0	2	9	4
29.215415	0	2	9	5
30.232148	0	2	9	6
30.748863	0	2	8	1
40.265033	0	2	8	2
41.365271	0	2	8	3
42.848402	0	2	8	4
43.798185	0	2	8	5
44.814815	0	2	8	6
45.331452	0	2	11	1
58.347636	0	2	11	2
59.197879	0	2	11	3
60.014319	0	2	11	4
61.630737	0	2	11	5
62.647339	0	2	11	6
63.164003	0	2	16	1
81.679899	0	2	16	2
82.260141	0	2	16	3
83.030000	0	2	16	4
84.696413	0	2	16	5
85.713012	0	2	16	6
86.229652	0	2	12	1
90.496131	0	2	12	2
91.046374	0	2	12	3
91.829571	0	2	12	4
93.479323	0	2	12	5
94.495946	0	2	12	6
95.012573	0	2	13	1
102.028957	0	2	13	2
102.529185	0	2	13	3
103.362395	0	2	13	4
104.962143	0	2	13	5
105.978755	0	2	13	6
106.495413	0	2	15	1
110.011946	0	2	15	2
110.592180	0	2	15	3
111.795349	0	2	15	4
113.028451	0	2	15	5
114.045059	0	2	15	6
114.561723	0	2	10	1
121.578098	0	2	10	2
122.128335	0	2	10	3
123.194862	0	2	10	4
124.561292	0	2	10	5
125.577907	0	2	10	6
126.094548	0	2	4	1
139.110650	0	2	4	2
140.210894	0	2	4	3
140.927396	0	2	4	4
142.643809	0	2	4	5
143.660438	0	2	4	6
144.177060	0	2	6	1
153.693337	0	2	6	2
154.463571	0	2	6	3
155.060152	0	2	6	4
156.893224	0	2	6	5
157.909790	0	2	6	6
158.426430	0	2	2	1
162.692948	0	2	2	2
163.293209	0	2	2	3
164.093036	0	2	2	4
165.726118	0	2	2	5
166.742625	0	2	2	6
167.259394	0	2	7	1
172.525848	0	2	7	2
173.026082	0	2	7	3
174.225932	0	2	7	4
175.459035	0	2	7	5
176.475696	0	2	7	6
176.992292	0	2	14	1
195.508132	0	2	14	2
196.358410	0	2	14	3
197.241566	0	2	14	4
198.791316	0	2	14	5
199.807907	0	2	14	6
200.324569	0	2	5	1
203.341121	0	2	5	2
203.991380	0	2	5	3
205.391206	0	2	5	4
206.424317	0	2	5	5
207.440940	0	2	5	6
213.973995	0	1	1	1
220.990347	0	1	1	2
221.760646	0	1	1	3
222.373796	0	1	1	4
224.190202	0	1	1	5
225.206814	0	1	1	6
225.723460	0	1	7	1
229.989942	0	1	7	2
230.840200	0	1	7	3
232.456675	0	1	7	4
233.273131	0	1	7	5
234.289752	0	1	7	6
234.806370	0	1	8	1
247.822479	0	1	8	2
248.472752	0	1	8	3
249.072610	0	1	8	4
250.905671	0	1	8	5
251.922304	0	1	8	6
252.438910	0	1	12	1
270.954877	0	1	12	2
271.555113	0	1	12	3
272.521536	0	1	12	4
273.987958	0	1	12	5
275.004575	0	1	12	6
275.521202	0	1	16	1
278.537798	0	1	16	2
279.038070	0	1	16	3
280.704551	0	1	16	4
281.471079	0	1	16	5
282.487614	0	1	16	6
283.004254	0	1	10	1
286.520766	0	1	10	2
287.621032	0	1	10	3
288.804157	0	1	10	4
290.053926	0	1	10	5
291.070554	0	1	10	6
291.587194	0	1	11	1
301.103418	0	1	11	2
301.653688	0	1	11	3
302.586877	0	1	11	4
304.086632	0	1	11	5
305.103273	0	1	11	6
305.619896	0	1	9	1
310.886348	0	1	9	2
311.466579	0	1	9	3
312.103128	0	1	9	4
313.902869	0	1	9	5
314.919503	0	1	9	6
315.436126	0	1	4	1
319.702642	0	1	4	2
320.552911	0	1	4	3
321.169401	0	1	4	4
322.985807	0	1	4	5
324.002225	0	1	4	6
324.519073	0	1	15	1
343.034900	0	1	15	2
343.805173	0	1	15	3
345.551636	0	1	15	4
346.234765	0	1	15	5
347.251384	0	1	15	6
347.768023	0	1	14	1
351.284577	0	1	14	2
351.784837	0	1	14	3
353.101296	0	1	14	4
354.217736	0	1	14	5
355.234385	0	1	14	6
355.750997	0	1	2	1
362.767379	0	1	2	2
363.367640	0	1	2	3
364.101277	0	1	2	4
365.800560	0	1	2	5
366.817191	0	1	2	6
367.333846	0	1	13	1
370.350393	0	1	13	2
371.450679	0	1	13	3
372.300465	0	1	13	4
373.883552	0	1	13	5
374.900167	0	1	13	6
375.416813	0	1	3	1
388.432897	0	1	3	2
388.983190	0	1	3	3
389.783012	0	1	3	4
391.416096	0	1	3	5
392.432716	0	1	3	6
392.949346	0	1	6	1
398.215810	0	1	6	2
398.866071	0	1	6	3
399.749195	0	1	6	4
401.298949	0	1	6	5
402.315616	0	1	6	6
402.832237	0	1	5	1
412.348435	0	1	5	2
412.928644	0	1	5	3
414.181916	0	1	5	4
415.365019	0	1	5	5
416.381553	0	1	5	6
