onset	duration	partner (1=human,2=computer)	trial type	event type
5.090031	0	2	5	1
23.633237	0	2	5	2
24.403435	0	2	5	3
24.999771	0	2	5	4
27.019907	0	2	5	5
28.031885	0	2	5	6
28.548333	0	2	11	1
38.061551	0	2	11	2
38.661829	0	2	11	3
39.211065	0	2	11	4
41.093543	0	2	11	5
42.110061	0	2	11	6
42.626301	0	2	6	1
47.891285	0	2	6	2
48.471480	0	2	6	3
49.390703	0	2	6	4
50.906658	0	2	6	5
51.922911	0	2	6	6
52.439525	0	2	1	1
55.455172	0	2	1	2
56.555424	0	2	1	3
57.054805	0	2	1	4
58.987031	0	2	1	5
60.003531	0	2	1	6
60.519973	0	2	4	1
64.785046	0	2	4	2
65.435269	0	2	4	3
65.884651	0	2	4	4
67.867120	0	2	4	5
68.883601	0	2	4	6
69.400070	0	2	3	1
72.915441	0	2	3	2
73.415663	0	2	3	3
74.614801	0	2	3	4
75.847510	0	2	3	5
76.864018	0	2	3	6
77.380493	0	2	8	1
84.394607	0	2	8	2
84.944840	0	2	8	3
85.494157	0	2	8	4
87.376650	0	2	8	5
88.393138	0	2	8	6
88.909616	0	2	10	1
101.921383	0	2	10	2
102.771579	0	2	10	3
103.221030	0	2	10	4
105.203455	0	2	10	5
106.219933	0	2	10	6
106.736319	0	2	13	1
112.001185	0	2	13	2
112.851424	0	2	13	3
113.267343	0	2	13	4
115.283108	0	2	13	5
116.299617	0	2	13	6
116.815864	0	2	14	1
120.331475	0	2	14	2
120.881707	0	2	14	3
121.897583	0	2	14	4
123.313504	0	2	14	5
124.330001	0	2	14	6
124.846475	0	2	2	1
134.359679	0	2	2	2
134.959916	0	2	2	3
135.692483	0	2	2	4
137.391714	0	2	2	5
138.408189	0	2	2	6
138.924446	0	2	12	1
141.940243	0	2	12	2
143.040493	0	2	12	3
143.656255	0	2	12	4
145.472095	0	2	12	5
146.488553	0	2	12	6
147.005045	0	2	9	1
160.016861	0	2	9	2
160.517060	0	2	9	3
161.116546	0	2	9	4
162.949022	0	2	9	5
163.965523	0	2	9	6
164.481774	0	2	15	1
182.991905	0	2	15	2
183.572137	0	2	15	3
184.041481	0	2	15	4
186.007281	0	2	15	5
187.023762	0	2	15	6
187.540236	0	2	7	1
191.805356	0	2	7	2
192.575618	0	2	7	3
193.204822	0	2	7	4
195.003992	0	2	7	5
196.020479	0	2	7	6
196.536942	0	2	16	1
203.551062	0	2	16	2
204.201278	0	2	16	3
204.550664	0	2	16	4
206.633077	0	2	16	5
207.649575	0	2	16	6
214.230481	0	1	14	1
227.242378	0	1	14	2
227.892650	0	1	14	3
228.275338	0	1	14	4
230.324398	0	1	14	5
231.340908	0	1	14	6
231.857362	0	1	10	1
235.372555	0	1	10	2
235.922700	0	1	10	3
236.588968	0	1	10	4
238.354798	0	1	10	5
239.371282	0	1	10	6
239.887759	0	1	16	1
258.397685	0	1	16	2
258.977932	0	1	16	3
259.463938	0	1	16	4
261.413060	0	1	16	5
262.429305	0	1	16	6
262.945960	0	1	1	1
272.459218	0	1	1	2
273.559482	0	1	1	3
274.058607	0	1	1	4
275.991063	0	1	1	5
277.007571	0	1	1	6
277.524011	0	1	9	1
284.538104	0	1	9	2
285.038352	0	1	9	3
286.170824	0	1	9	4
287.470202	0	1	9	5
288.486687	0	1	9	6
289.003196	0	1	11	1
292.018704	0	1	11	2
292.788935	0	1	11	3
294.267881	0	1	11	4
295.217350	0	1	11	5
296.233865	0	1	11	6
296.750100	0	1	15	1
302.015095	0	1	15	2
302.865351	0	1	15	3
303.481141	0	1	15	4
305.296980	0	1	15	5
306.313506	0	1	15	6
306.829750	0	1	3	1
311.095091	0	1	3	2
311.695343	0	1	3	3
312.261465	0	1	3	4
314.127106	0	1	3	5
315.143643	0	1	3	6
315.660074	0	1	2	1
319.925218	0	1	2	2
320.475475	0	1	2	3
321.291325	0	1	2	4
322.907233	0	1	2	5
323.923758	0	1	2	6
324.439984	0	1	13	1
329.704964	0	1	13	2
330.205211	0	1	13	3
330.704535	0	1	13	4
332.637008	0	1	13	5
333.653518	0	1	13	6
334.169974	0	1	6	1
337.185555	0	1	6	2
337.765781	0	1	6	3
339.068162	0	1	6	4
340.200935	0	1	6	5
341.217417	0	1	6	6
341.733872	0	1	7	1
345.249279	0	1	7	2
346.349540	0	1	7	3
346.798689	0	1	7	4
348.781131	0	1	7	5
349.797618	0	1	7	6
350.314081	0	1	12	1
359.827287	0	1	12	2
360.597568	0	1	12	3
361.093425	0	1	12	4
363.025903	0	1	12	5
364.042185	0	1	12	6
364.558865	0	1	4	1
383.068795	0	1	4	2
383.919047	0	1	4	3
384.451575	0	1	4	4
386.350711	0	1	4	5
387.367214	0	1	4	6
387.883670	0	1	5	1
400.895603	0	1	5	2
401.495842	0	1	5	3
401.945205	0	1	5	4
403.927645	0	1	5	5
404.944049	0	1	5	6
405.460580	0	1	8	1
412.474716	0	1	8	2
413.124984	0	1	8	3
413.607586	0	1	8	4
415.556712	0	1	8	5
416.573214	0	1	8	6
