onset	duration	partner (1=human,2=computer)	trial type	event type
5.031169	0	1	3	1
23.541190	0	1	3	2
24.091400	0	1	3	3
25.140873	0	1	3	4
26.523569	0	1	3	5
27.539781	0	1	3	6
28.056234	0	1	5	1
31.071813	0	1	5	2
31.652012	0	1	5	3
32.971306	0	1	5	4
34.087428	0	1	5	5
35.103639	0	1	5	6
35.620098	0	1	10	1
45.133313	0	1	10	2
45.903517	0	1	10	3
46.949485	0	1	10	4
48.332184	0	1	10	5
49.348382	0	1	10	6
49.864860	0	1	15	1
54.129973	0	1	15	2
54.980212	0	1	15	3
56.129436	0	1	15	4
57.412166	0	1	15	5
58.428387	0	1	15	6
58.944832	0	1	16	1
64.209618	0	1	16	2
64.859852	0	1	16	3
65.392765	0	1	16	4
67.291956	0	1	16	5
68.308089	0	1	16	6
68.824553	0	1	4	1
75.838653	0	1	4	2
76.938895	0	1	4	3
78.004735	0	1	4	4
79.370772	0	1	4	5
80.386962	0	1	4	6
80.903447	0	1	14	1
93.915327	0	1	14	2
94.415553	0	1	14	3
95.631555	0	1	14	4
96.847644	0	1	14	5
97.863854	0	1	14	6
98.380314	0	1	8	1
101.895709	0	1	8	2
102.495947	0	1	8	3
103.528635	0	1	8	4
104.927993	0	1	8	5
105.944209	0	1	8	6
106.460469	0	1	12	1
124.970385	0	1	12	2
125.570552	0	1	12	3
126.903375	0	1	12	4
128.002834	0	1	12	5
129.019054	0	1	12	6
129.535458	0	1	7	1
142.547409	0	1	7	2
143.047612	0	1	7	3
144.013716	0	1	7	4
145.479720	0	1	7	5
146.495933	0	1	7	6
147.012392	0	1	6	1
156.525590	0	1	6	2
157.105863	0	1	6	3
157.708699	0	1	6	4
159.541212	0	1	6	5
160.557420	0	1	6	6
161.073887	0	1	2	1
164.089396	0	1	2	2
164.639595	0	1	2	3
165.389166	0	1	2	4
167.071762	0	1	2	5
168.087999	0	1	2	6
168.604448	0	1	9	1
172.869542	0	1	9	2
173.639802	0	1	9	3
174.719069	0	1	9	4
176.068445	0	1	9	5
177.084654	0	1	9	6
177.601142	0	1	1	1
184.615252	0	1	1	2
185.265480	0	1	1	3
185.665021	0	1	1	4
187.697499	0	1	1	5
188.713711	0	1	1	6
189.230169	0	1	13	1
194.494917	0	1	13	2
195.345187	0	1	13	3
195.877929	0	1	13	4
197.777119	0	1	13	5
198.793325	0	1	13	6
199.309798	0	1	11	1
202.825183	0	1	11	2
203.925456	0	1	11	3
204.508084	0	1	11	4
206.357292	0	1	11	5
207.373508	0	1	11	6
213.904423	0	2	16	1
232.414298	0	2	16	2
232.994621	0	2	16	3
233.780643	0	2	16	4
235.429917	0	2	16	5
236.446126	0	2	16	6
236.962605	0	2	2	1
241.227720	0	2	2	2
241.777970	0	2	2	3
242.527420	0	2	2	4
244.210016	0	2	2	5
245.226225	0	2	2	6
245.742675	0	2	15	1
248.758266	0	2	15	2
249.358526	0	2	15	3
250.041322	0	2	15	4
251.790557	0	2	15	5
252.806761	0	2	15	6
253.323225	0	2	6	1
266.335115	0	2	6	2
267.435375	0	2	6	3
268.917814	0	2	6	4
269.867324	0	2	6	5
270.883312	0	2	6	6
271.399926	0	2	13	1
276.664660	0	2	13	2
277.514883	0	2	13	3
278.097656	0	2	13	4
279.946861	0	2	13	5
280.963061	0	2	13	6
281.479523	0	2	8	1
290.992720	0	2	8	2
291.642959	0	2	8	3
292.409031	0	2	8	4
294.074966	0	2	8	5
295.091184	0	2	8	6
295.607644	0	2	10	1
302.621774	0	2	10	2
303.122053	0	2	10	3
304.437958	0	2	10	4
305.554079	0	2	10	5
306.570286	0	2	10	6
307.086751	0	2	4	1
310.602138	0	2	4	2
311.372402	0	2	4	3
312.418329	0	2	4	4
313.801027	0	2	4	5
314.817225	0	2	4	6
315.333706	0	2	5	1
333.843595	0	2	5	2
334.943877	0	2	5	3
335.609786	0	2	5	4
337.375689	0	2	5	5
338.391884	0	2	5	6
338.908367	0	2	7	1
343.173427	0	2	7	2
343.723658	0	2	7	3
344.889707	0	2	7	4
346.155778	0	2	7	5
347.171993	0	2	7	6
347.688460	0	2	12	1
350.704029	0	2	12	2
351.204274	0	2	12	3
351.787153	0	2	12	4
353.636359	0	2	12	5
354.652564	0	2	12	6
355.169026	0	2	9	1
362.183134	0	2	9	2
362.763400	0	2	9	3
363.732763	0	2	9	4
365.198765	0	2	9	5
366.214966	0	2	9	6
366.731419	0	2	14	1
370.246850	0	2	14	2
370.897120	0	2	14	3
372.046867	0	2	14	4
373.329124	0	2	14	5
374.345318	0	2	14	6
374.861581	0	2	3	1
384.374947	0	2	3	2
384.975183	0	2	3	3
386.524375	0	2	3	4
387.407241	0	2	3	5
388.423463	0	2	3	6
388.939934	0	2	11	1
394.204680	0	2	11	2
395.054956	0	2	11	3
395.837598	0	2	11	4
397.486871	0	2	11	5
398.503086	0	2	11	6
399.019513	0	2	1	1
412.031439	0	2	1	2
412.801694	0	2	1	3
413.330952	0	2	1	4
415.230143	0	2	1	5
416.246534	0	2	1	6
