onset	duration	partner (1=human,2=computer)	trial type	event type
5.031496	0	2	1	1
12.045408	0	2	1	2
12.595619	0	2	1	3
13.278672	0	2	1	4
15.027854	0	2	1	5
16.044168	0	2	1	6
16.560610	0	2	3	1
20.825719	0	2	3	2
21.325906	0	2	3	3
22.358688	0	2	3	4
23.757997	0	2	3	5
24.774326	0	2	3	6
25.290797	0	2	5	1
38.302755	0	2	5	2
39.152958	0	2	5	3
39.935668	0	2	5	4
41.584886	0	2	5	5
42.601153	0	2	5	6
43.117585	0	2	8	1
52.630848	0	2	8	2
53.731091	0	2	8	3
54.780214	0	2	8	4
56.162867	0	2	8	5
57.179234	0	2	8	6
57.695687	0	2	15	1
62.960472	0	2	15	2
63.540674	0	2	15	3
64.826625	0	2	15	4
65.976027	0	2	15	5
66.992347	0	2	15	6
67.508797	0	2	4	1
71.024006	0	2	4	2
71.794187	0	2	4	3
72.840294	0	2	4	4
74.222946	0	2	4	5
75.239365	0	2	4	6
75.755810	0	2	7	1
78.771373	0	2	7	2
79.371627	0	2	7	3
80.337666	0	2	7	4
81.803619	0	2	7	5
82.819928	0	2	7	6
83.336393	0	2	11	1
101.846349	0	2	11	2
102.496564	0	2	11	3
103.529238	0	2	11	4
104.928548	0	2	11	5
105.944869	0	2	11	6
106.461307	0	2	2	1
124.971261	0	2	2	2
125.571510	0	2	2	3
126.620849	0	2	2	4
128.003500	0	2	2	5
129.019792	0	2	2	6
129.536272	0	2	9	1
139.049505	0	2	9	2
139.699744	0	2	9	3
140.615745	0	2	9	4
142.131747	0	2	9	5
143.148010	0	2	9	6
143.664461	0	2	12	1
156.676466	0	2	12	2
157.226661	0	2	12	3
157.959300	0	2	12	4
159.658520	0	2	12	5
160.674999	0	2	12	6
161.191405	0	2	10	1
166.456203	0	2	10	2
167.556440	0	2	10	3
168.472361	0	2	10	4
169.988251	0	2	10	5
171.004583	0	2	10	6
171.521053	0	2	6	1
175.036471	0	2	6	2
175.886728	0	2	6	3
177.002382	0	2	6	4
178.318410	0	2	6	5
179.334869	0	2	6	6
179.851338	0	2	14	1
182.866834	0	2	14	2
183.637015	0	2	14	3
184.583130	0	2	14	4
186.065744	0	2	14	5
187.082084	0	2	14	6
187.598553	0	2	13	1
191.863685	0	2	13	2
192.443944	0	2	13	3
193.313130	0	2	13	4
194.879063	0	2	13	5
195.895525	0	2	13	6
196.411986	0	2	16	1
203.426118	0	2	16	2
203.926325	0	2	16	3
204.675835	0	2	16	4
206.358375	0	2	16	5
207.374635	0	2	16	6
213.905678	0	1	4	1
220.919811	0	1	4	2
221.470079	0	1	4	3
222.419420	0	1	4	4
223.902033	0	1	4	5
224.918339	0	1	4	6
225.434804	0	1	13	1
229.699934	0	1	13	2
230.200195	0	1	13	3
231.382827	0	1	13	4
232.632177	0	1	13	5
233.648519	0	1	13	6
234.164964	0	1	5	1
239.429740	0	1	5	2
240.009962	0	1	5	3
241.729069	0	1	5	4
242.445303	0	1	5	5
243.461401	0	1	5	6
243.978004	0	1	8	1
246.993670	0	1	8	2
247.593943	0	1	8	3
248.459951	0	1	8	4
250.025866	0	1	8	5
251.042182	0	1	8	6
251.558672	0	1	2	1
255.074037	0	1	2	2
256.174286	0	1	2	3
257.040171	0	1	2	4
258.606088	0	1	2	5
259.622432	0	1	2	6
260.138878	0	1	12	1
278.648850	0	1	12	2
279.499151	0	1	12	3
280.831560	0	1	12	4
281.930982	0	1	12	5
282.947262	0	1	12	6
283.463763	0	1	3	1
292.976946	0	1	3	2
293.747212	0	1	3	3
294.659869	0	1	3	4
296.175803	0	1	3	5
297.191889	0	1	3	6
297.708435	0	1	11	1
310.720427	0	1	11	2
311.370659	0	1	11	3
312.286737	0	1	11	4
313.802671	0	1	11	5
314.819084	0	1	11	6
315.335499	0	1	6	1
322.349640	0	1	6	2
322.999870	0	1	6	3
324.249233	0	1	6	4
325.431830	0	1	6	5
326.448105	0	1	6	6
326.964597	0	1	15	1
331.229750	0	1	15	2
331.810024	0	1	15	3
332.862632	0	1	15	4
334.245282	0	1	15	5
335.261408	0	1	15	6
335.777983	0	1	14	1
354.288071	0	1	14	2
354.888303	0	1	14	3
355.804344	0	1	14	4
357.320278	0	1	14	5
358.336561	0	1	14	6
358.853020	0	1	7	1
362.368429	0	1	7	2
363.218704	0	1	7	3
364.084656	0	1	7	4
365.650561	0	1	7	5
366.666879	0	1	7	6
367.183309	0	1	10	1
372.447978	0	1	10	2
372.998132	0	1	10	3
373.964370	0	1	10	4
375.430322	0	1	10	5
376.446650	0	1	10	6
376.963133	0	1	16	1
386.476357	0	1	16	2
387.246627	0	1	16	3
388.125924	0	1	16	4
389.675175	0	1	16	5
390.691521	0	1	16	6
391.207983	0	1	1	1
394.223557	0	1	1	2
395.323832	0	1	1	3
396.123041	0	1	1	4
397.755599	0	1	1	5
398.771668	0	1	1	6
399.288384	0	1	9	1
412.300331	0	1	9	2
412.800627	0	1	9	3
413.799932	0	1	9	4
415.232619	0	1	9	5
416.248899	0	1	9	6
