onset	duration	partner (1=human,2=computer)	trial type	event type
5.031487	0	2	8	1
8.047091	0	2	8	2
8.547357	0	2	8	3
9.430029	0	2	8	4
10.979286	0	2	8	5
11.995636	0	2	8	6
12.512059	0	2	9	1
31.021987	0	2	9	2
31.622202	0	2	9	3
32.404940	0	2	9	4
34.054161	0	2	9	5
35.070476	0	2	9	6
35.586965	0	2	5	1
40.851722	0	2	5	2
41.701959	0	2	5	3
42.501293	0	2	5	4
44.133854	0	2	5	5
45.150143	0	2	5	6
45.666604	0	2	11	1
58.678541	0	2	11	2
59.778802	0	2	11	3
60.461383	0	2	11	4
62.210568	0	2	11	5
63.226873	0	2	11	6
63.743334	0	2	6	1
67.258713	0	2	6	2
68.028952	0	2	6	3
69.058222	0	2	6	4
70.457539	0	2	6	5
71.473853	0	2	6	6
71.990324	0	2	15	1
76.255441	0	2	15	2
76.905666	0	2	15	3
77.538478	0	2	15	4
79.337648	0	2	15	5
80.353947	0	2	15	6
80.870412	0	2	3	1
90.383612	0	2	3	2
90.963813	0	2	3	3
91.649979	0	2	3	4
93.399166	0	2	3	5
94.415474	0	2	3	6
94.931926	0	2	10	1
101.946080	0	2	10	2
102.496301	0	2	10	3
103.245747	0	2	10	4
104.928290	0	2	10	5
105.944587	0	2	10	6
106.461039	0	2	1	1
109.976443	0	2	1	2
110.826684	0	2	1	3
111.476071	0	2	1	4
113.258579	0	2	1	5
114.274874	0	2	1	6
114.791125	0	2	4	1
117.806917	0	2	4	2
118.907168	0	2	4	3
119.739717	0	2	4	4
121.338959	0	2	4	5
122.355257	0	2	4	6
122.871745	0	2	2	1
129.885837	0	2	2	2
130.656096	0	2	2	3
131.535408	0	2	2	4
133.084665	0	2	2	5
134.100968	0	2	2	6
134.617420	0	2	13	1
138.882408	0	2	13	2
139.432546	0	2	13	3
140.032091	0	2	13	4
141.864597	0	2	13	5
142.881065	0	2	13	6
143.397539	0	2	12	1
152.910769	0	2	12	2
153.410989	0	2	12	3
153.960428	0	2	12	4
155.842958	0	2	12	5
156.859305	0	2	12	6
157.375761	0	2	7	1
162.640443	0	2	7	2
163.290653	0	2	7	3
163.940234	0	2	7	4
165.722736	0	2	7	5
166.739035	0	2	7	6
167.255528	0	2	16	1
185.765420	0	2	16	2
186.345647	0	2	16	3
187.131715	0	2	16	4
188.780936	0	2	16	5
189.797223	0	2	16	6
190.313727	0	2	14	1
203.325651	0	2	14	2
203.925889	0	2	14	3
204.675330	0	2	14	4
206.357876	0	2	14	5
207.374175	0	2	14	6
213.905087	0	1	9	1
232.415019	0	1	9	2
232.995336	0	1	9	3
233.748046	0	1	9	4
235.430591	0	1	9	5
236.446875	0	1	9	6
236.963339	0	1	11	1
243.977460	0	1	11	2
244.577674	0	1	11	3
245.293814	0	1	11	4
247.009675	0	1	11	5
248.025981	0	1	11	6
248.542432	0	1	14	1
258.055646	0	1	14	2
258.825912	0	1	14	3
259.621913	0	1	14	4
261.254474	0	1	14	5
262.270770	0	1	14	6
262.787257	0	1	2	1
275.799084	0	1	2	2
276.349281	0	1	2	3
277.048657	0	1	2	4
278.781189	0	1	2	5
279.797687	0	1	2	6
280.314157	0	1	16	1
284.579283	0	1	16	2
285.429536	0	1	16	3
286.195506	0	1	16	4
287.861388	0	1	16	5
288.877495	0	1	16	6
289.394097	0	1	1	1
294.658942	0	1	1	2
295.159188	0	1	1	3
295.691846	0	1	1	4
297.590978	0	1	1	5
298.607475	0	1	1	6
299.123947	0	1	13	1
302.639342	0	1	13	2
303.739598	0	1	13	3
304.505303	0	1	13	4
306.171194	0	1	13	5
307.187676	0	1	13	6
307.704142	0	1	12	1
310.719648	0	1	12	2
311.369857	0	1	12	3
311.886106	0	1	12	4
313.801900	0	1	12	5
314.818215	0	1	12	6
315.334467	0	1	8	1
320.599455	0	1	8	2
321.099676	0	1	8	3
321.865812	0	1	8	4
323.531694	0	1	8	5
324.547775	0	1	8	6
325.064457	0	1	4	1
332.078509	0	1	4	2
332.728706	0	1	4	3
333.344947	0	1	4	4
335.160777	0	1	4	5
336.177090	0	1	4	6
336.693533	0	1	3	1
340.958591	0	1	3	2
341.808814	0	1	3	3
342.408096	0	1	3	4
344.240587	0	1	3	5
345.257101	0	1	3	6
345.773543	0	1	10	1
348.789136	0	1	10	2
349.369422	0	1	10	3
350.021997	0	1	10	4
351.804510	0	1	10	5
352.821013	0	1	10	6
353.337284	0	1	6	1
371.847195	0	1	6	2
372.397346	0	1	6	3
373.047096	0	1	6	4
374.829681	0	1	6	5
375.845686	0	1	6	6
376.362304	0	1	15	1
385.875581	0	1	15	2
386.475854	0	1	15	3
387.091965	0	1	15	4
388.907795	0	1	15	5
389.924097	0	1	15	6
390.440538	0	1	7	1
393.955960	0	1	7	2
394.726237	0	1	7	3
395.388943	0	1	7	4
397.154789	0	1	7	5
398.171081	0	1	7	6
398.687535	0	1	5	1
411.699471	0	1	5	2
412.799758	0	1	5	3
413.582261	0	1	5	4
415.231485	0	1	5	5
416.247809	0	1	5	6
