onset	duration	partner (1=human,2=computer)	trial type	event type
5.031474	0	1	2	1
18.043462	0	1	2	2
19.143731	0	1	2	3
19.726355	0	1	2	4
21.575553	0	1	2	5
22.591574	0	1	2	6
23.108245	0	1	9	1
32.621485	0	1	9	2
33.391723	0	1	9	3
33.971178	0	1	9	4
35.820378	0	1	9	5
36.836621	0	1	9	6
37.352863	0	1	7	1
55.863054	0	1	7	2
56.463294	0	1	7	3
57.112755	0	1	7	4
58.895310	0	1	7	5
59.911346	0	1	7	6
60.428036	0	1	12	1
67.442173	0	1	12	2
67.942402	0	1	12	3
68.458656	0	1	12	4
70.374500	0	1	12	5
71.390752	0	1	12	6
71.907177	0	1	4	1
74.922803	0	1	4	2
75.473049	0	1	4	3
76.222509	0	1	4	4
77.905100	0	1	4	5
78.921341	0	1	4	6
79.437810	0	1	3	1
82.953217	0	1	3	2
83.803445	0	1	3	3
84.269441	0	1	3	4
86.235268	0	1	3	5
87.251660	0	1	3	6
87.768112	0	1	15	1
92.033243	0	1	15	2
92.613469	0	1	15	3
93.116340	0	1	15	4
95.048846	0	1	15	5
96.065114	0	1	15	6
96.581575	0	1	11	1
101.846352	0	1	11	2
102.496571	0	1	11	3
103.479076	0	1	11	4
104.928411	0	1	11	5
105.944818	0	1	11	6
106.461323	0	1	6	1
109.476887	0	1	6	2
110.077139	0	1	6	3
110.576698	0	1	6	4
112.509203	0	1	6	5
113.525441	0	1	6	6
114.041816	0	1	16	1
123.555146	0	1	16	2
124.135367	0	1	16	3
124.654919	0	1	16	4
126.570762	0	1	16	5
127.587011	0	1	16	6
128.103248	0	1	1	1
135.117615	0	1	1	2
135.767875	0	1	1	3
136.267356	0	1	1	4
138.199862	0	1	1	5
139.216118	0	1	1	6
139.732569	0	1	5	1
152.744549	0	1	5	2
153.844798	0	1	5	3
154.410876	0	1	5	4
156.276651	0	1	5	5
157.292811	0	1	5	6
157.809349	0	1	14	1
162.074490	0	1	14	2
162.924730	0	1	14	3
163.490832	0	1	14	4
165.356696	0	1	14	5
166.372929	0	1	14	6
166.889189	0	1	8	1
172.154114	0	1	8	2
172.654327	0	1	8	3
173.103979	0	1	8	4
175.086467	0	1	8	5
176.102737	0	1	8	6
176.619201	0	1	10	1
180.134605	0	1	10	2
180.684838	0	1	10	3
181.101091	0	1	10	4
183.116906	0	1	10	5
184.133127	0	1	10	6
184.649393	0	1	13	1
203.159575	0	1	13	2
203.929836	0	1	13	3
204.425960	0	1	13	4
206.358469	0	1	13	5
207.374709	0	1	13	6
213.905660	0	2	15	1
232.415622	0	2	15	2
233.265915	0	2	15	3
233.881734	0	2	15	4
235.697614	0	2	15	5
236.714071	0	2	15	6
237.230524	0	2	8	1
240.246113	0	2	8	2
240.826339	0	2	8	3
241.295693	0	2	8	4
243.261522	0	2	8	5
244.277954	0	2	8	6
244.794434	0	2	16	1
249.059351	0	2	16	2
249.659533	0	2	16	3
250.209350	0	2	16	4
252.091871	0	2	16	5
253.108010	0	2	16	6
253.624544	0	2	6	1
257.139977	0	2	6	2
257.640234	0	2	6	3
258.223103	0	2	6	4
260.072305	0	2	6	5
261.088325	0	2	6	6
261.605007	0	2	13	1
268.618923	0	2	13	2
269.389108	0	2	13	3
269.935519	0	2	13	4
271.818041	0	2	13	5
272.834226	0	2	13	6
273.350685	0	2	4	1
286.362706	0	2	4	2
287.462979	0	2	4	3
288.128920	0	2	4	4
289.894816	0	2	4	5
290.910828	0	2	4	6
291.427516	0	2	14	1
300.940753	0	2	14	2
301.590974	0	2	14	3
302.090512	0	2	14	4
304.023016	0	2	14	5
305.039031	0	2	14	6
305.555710	0	2	9	1
310.820488	0	2	9	2
311.370770	0	2	9	3
311.836943	0	2	9	4
313.802773	0	2	9	5
314.818814	0	2	9	6
315.335502	0	2	5	1
318.850908	0	2	5	2
319.431166	0	2	5	3
320.117305	0	2	5	4
321.866541	0	2	5	5
322.882769	0	2	5	6
323.399027	0	2	12	1
326.414829	0	2	12	2
326.915088	0	2	12	3
327.431319	0	2	12	4
329.347152	0	2	12	5
330.363400	0	2	12	6
330.879850	0	2	11	1
343.891820	0	2	11	2
344.662083	0	2	11	3
345.141551	0	2	11	4
347.090717	0	2	11	5
348.106954	0	2	11	6
348.623411	0	2	7	1
352.888329	0	2	7	2
353.438517	0	2	7	3
354.038291	0	2	7	4
355.870832	0	2	7	5
356.887080	0	2	7	6
357.403562	0	2	2	1
364.417692	0	2	2	2
365.517961	0	2	2	3
365.950657	0	2	2	4
367.949806	0	2	2	5
368.966057	0	2	2	6
369.482512	0	2	3	1
387.992471	0	2	3	2
388.642749	0	2	3	3
389.158902	0	2	3	4
391.074748	0	2	3	5
392.090982	0	2	3	6
392.607237	0	2	10	1
397.872227	0	2	10	2
398.722498	0	2	10	3
399.138611	0	2	10	4
401.154421	0	2	10	5
402.170655	0	2	10	6
402.686886	0	2	1	1
412.200355	0	2	1	2
412.800627	0	2	1	3
413.300116	0	2	1	4
415.232621	0	2	1	5
416.248655	0	2	1	6
